# 2km 경쟁점 폐업 대조 — 판정칸(영업/폐업/모름)은 비어 있다. 채우지 않은 칸은 '모름'이다.
등급,매장명,매장코드,구분,거리m,상호,주소,위도,경도,공식DB,같은자리의심,카카오맵링크,판정,메모
-,검단사거리점,20260529432,500m안,294,피에스스타PC방 인천검단사거리점,인천 검단구 완정로117번길 42,37.601343,126.658655,,,"https://map.kakao.com/link/map/%ED%94%BC%EC%97%90%EC%8A%A4%EC%8A%A4%ED%83%80PC%EB%B0%A9%20%EC%9D%B8%EC%B2%9C%EA%B2%80%EB%8B%A8%EC%82%AC%EA%B1%B0%EB%A6%AC%EC%A0%90,37.6013433058076,126.658654874577",,
-,검단사거리점,20260529432,500m안,336,팡팡PC,인천 검단구 완정로 154,37.601606,126.659244,,,"https://map.kakao.com/link/map/%ED%8C%A1%ED%8C%A1PC,37.6016062933377,126.659243667611",,
-,검단사거리점,20260529432,500m안,384,맥심PC,인천 검단구 완정로 148,37.601465,126.659761,,,"https://map.kakao.com/link/map/%EB%A7%A5%EC%8B%ACPC,37.6014654291315,126.65976069597",,
A,구미산동점,20230901400,500m밖,1824,더즐PC,경북 구미시 산동읍 산호대로39길 16,36.139796,128.437688,,,"https://map.kakao.com/link/map/%EB%8D%94%EC%A6%90PC,36.1397955582697,128.437688474246",,
A,구미산동점,20230901400,500m밖,1901,이게pc방 4공단점,경북 구미시 산동읍 산호대로41길 10,36.139521,128.439538,,,"https://map.kakao.com/link/map/%EC%9D%B4%EA%B2%8Cpc%EB%B0%A9%204%EA%B3%B5%EB%8B%A8%EC%A0%90,36.1395210278764,128.439537634725",,
A,구미산동점,20230901400,500m밖,1912,헤카PC방,경북 구미시 흥안로 35,36.147207,128.414254,,,"https://map.kakao.com/link/map/%ED%97%A4%EC%B9%B4PC%EB%B0%A9,36.1472070483917,128.414253779869",,
-,구미산동점,20230901400,500m안,152,nupc방,경북 구미시 산동읍 신당1로 24,36.154368,128.432531,앤유PC,nuPC 구미산동점 / 엔유(NU)PC방,"https://map.kakao.com/link/map/nupc%EB%B0%A9,36.1543681872406,128.432530936165",,
-,구미산동점,20230901400,500m안,152,nuPC 구미산동점,경북 구미시 산동읍 신당1로 24,36.154366,128.432529,,nupc방 / 엔유(NU)PC방,"https://map.kakao.com/link/map/nuPC%20%EA%B5%AC%EB%AF%B8%EC%82%B0%EB%8F%99%EC%A0%90,36.15436551104022,128.4325286651641",,
-,구미산동점,20230901400,500m안,155,엔유(NU)PC방,경북 구미시 산동읍 신당1로 24,36.154368,128.432312,,nupc방 / nuPC 구미산동점,"https://map.kakao.com/link/map/%EC%97%94%EC%9C%A0(NU)PC%EB%B0%A9,36.15436810276258,128.4323120366567",,
-,구미산동점,20230901400,500m안,268,룸앤룸PC,경북 구미시 산동읍 신당1로4길 5-4,36.154873,128.429930,,,"https://map.kakao.com/link/map/%EB%A3%B8%EC%95%A4%EB%A3%B8PC,36.1548732701605,128.429929999438",,
A,오송점,N016,500m밖,1725,PC태그 오송점,충북 청주시 흥덕구 오송읍 오송생명8로 175,36.618945,127.318108,,프리미엄피시태그,"https://map.kakao.com/link/map/PC%ED%83%9C%EA%B7%B8%20%EC%98%A4%EC%86%A1%EC%A0%90,36.6189445614499,127.31810758405",,
A,오송점,N016,500m밖,1726,프리미엄피시태그,충북 청주시 흥덕구 오송읍 오송생명8로 175,36.618937,127.318108,,PC태그 오송점,"https://map.kakao.com/link/map/%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84%ED%94%BC%EC%8B%9C%ED%83%9C%EA%B7%B8,36.618937352419,127.318107554431",,
A,오송점,N016,500m밖,1814,맥PC카페 오송점,충북 청주시 흥덕구 오송읍 오송생명11로 46,36.618758,127.316563,,,"https://map.kakao.com/link/map/%EB%A7%A5PC%EC%B9%B4%ED%8E%98%20%EC%98%A4%EC%86%A1%EC%A0%90,36.6187576339546,127.3165630144",,
-,오송점,N016,500m안,342,크라우드PC 청주오송점,충북 청주시 흥덕구 오송읍 오송생명5로 183-3,36.630349,127.330212,,팀플PC,"https://map.kakao.com/link/map/%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9CPC%20%EC%B2%AD%EC%A3%BC%EC%98%A4%EC%86%A1%EC%A0%90,36.6303488397412,127.330211544333",,
-,오송점,N016,500m안,342,팀플PC,충북 청주시 흥덕구 오송읍 오송생명5로 183-3,36.630348,127.330212,팀플PC,크라우드PC 청주오송점,"https://map.kakao.com/link/map/%ED%8C%80%ED%94%8CPC,36.6303479385977,127.330211540486",,
-,오송점,N016,500m안,483,오락왕,충북 청주시 흥덕구 오송읍 오송생명로 210,36.630138,127.332012,,,"https://map.kakao.com/link/map/%EC%98%A4%EB%9D%BD%EC%99%95,36.6301383780009,127.332011826136",,
A,인천서창점,20260605433,500m밖,1431,스타덤 PC 인천서창점,인천 남동구 장아산로 134-4,37.439109,126.749138,,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%83%80%EB%8D%A4%20PC%20%EC%9D%B8%EC%B2%9C%EC%84%9C%EC%B0%BD%EC%A0%90,37.439109068610335,126.74913803183875",,
A,인천서창점,20260605433,500m밖,1980,아트PC방,인천 남동구 장승남로 82,37.443138,126.740862,,,"https://map.kakao.com/link/map/%EC%95%84%ED%8A%B8PC%EB%B0%A9,37.44313766153721,126.74086175280996",,
A,인천서창점,20260605433,500m밖,1995,티앤피씨 카페(T앤PC cafe),인천 남동구 논고개로 309,37.417969,126.728033,,,"https://map.kakao.com/link/map/%ED%8B%B0%EC%95%A4%ED%94%BC%EC%94%A8%20%EC%B9%B4%ED%8E%98(T%EC%95%A4PC%20cafe),37.4179687443934,126.728033115171",,
-,인천서창점,20260605433,500m안,103,버프PC,인천 남동구 서창남순환로215번길 20,37.425306,126.748009,버프PC,,"https://map.kakao.com/link/map/%EB%B2%84%ED%94%84PC,37.4253058329164,126.748009132849",,
-,인천서창점,20260605433,500m안,438,욜로PC방 인천서창점,인천 남동구 서창남로 35,37.422845,126.750601,욜로,,"https://map.kakao.com/link/map/%EC%9A%9C%EB%A1%9CPC%EB%B0%A9%20%EC%9D%B8%EC%B2%9C%EC%84%9C%EC%B0%BD%EC%A0%90,37.4228452502547,126.75060107586148",,
-,인천서창점,20260605433,500m안,471,듀오PC방 인천서창점,인천 남동구 서창방산로 51,37.422344,126.750201,듀오 pc방,,"https://map.kakao.com/link/map/%EB%93%80%EC%98%A4PC%EB%B0%A9%20%EC%9D%B8%EC%B2%9C%EC%84%9C%EC%B0%BD%EC%A0%90,37.422344340905,126.750200555274",,
A,화명대로점,20230928403,500m밖,844,해피PC 화명점,부산 북구 양달로 4,35.241556,129.014579,,,"https://map.kakao.com/link/map/%ED%95%B4%ED%94%BCPC%20%ED%99%94%EB%AA%85%EC%A0%90,35.2415561035414,129.014579353943",,
A,화명대로점,20230928403,500m밖,1196,넥스트PC카페,부산 북구 학사로 13,35.224007,129.007968,,,"https://map.kakao.com/link/map/%EB%84%A5%EC%8A%A4%ED%8A%B8PC%EC%B9%B4%ED%8E%98,35.2240068407122,129.00796795337388",,
A,화명대로점,20230928403,500m밖,1205,블루밍PC카페,부산 북구 학사로 5,35.223789,129.008430,,,"https://map.kakao.com/link/map/%EB%B8%94%EB%A3%A8%EB%B0%8DPC%EC%B9%B4%ED%8E%98,35.2237891947512,129.008430424566",,
-,화명대로점,20230928403,500m안,90,더샵PC방,부산 북구 금곡대로 287,35.234183,129.013306,레인PC,,"https://map.kakao.com/link/map/%EB%8D%94%EC%83%B5PC%EB%B0%A9,35.2341832730357,129.013306323981",,
-,화명대로점,20230928403,500m안,115,우주PC카페,부산 북구 화명신도시로 120,35.234591,129.011153,,,"https://map.kakao.com/link/map/%EC%9A%B0%EC%A3%BCPC%EC%B9%B4%ED%8E%98,35.2345912699121,129.011152662705",,
-,화명대로점,20230928403,500m안,142,어쌔신PC 화명점,부산 북구 금곡대로303번길 25,35.235437,129.012040,어쌔신,,"https://map.kakao.com/link/map/%EC%96%B4%EC%8C%94%EC%8B%A0PC%20%ED%99%94%EB%AA%85%EC%A0%90,35.2354371236391,129.012040155159",,
-,화명대로점,20230928403,500m안,155,민트플레이 화명점,부산 북구 화명대로 27,35.235262,129.011254,넥스트PC,,"https://map.kakao.com/link/map/%EB%AF%BC%ED%8A%B8%ED%94%8C%EB%A0%88%EC%9D%B4%20%ED%99%94%EB%AA%85%EC%A0%90,35.2352618551691,129.01125379475",,
-,화명대로점,20230928403,500m안,173,아테네PC,부산 북구 화명신도시로 117,35.234743,129.010549,,,"https://map.kakao.com/link/map/%EC%95%84%ED%85%8C%EB%84%A4PC,35.2347427846438,129.010549015991",,
-,화명대로점,20230928403,500m안,175,크라우드PC 부산화명점,부산 북구 금곡대로303번길 22,35.235733,129.012648,크라우드,,"https://map.kakao.com/link/map/%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9CPC%20%EB%B6%80%EC%82%B0%ED%99%94%EB%AA%85%EC%A0%90,35.2357334039896,129.012648279486",,
-,화명대로점,20230928403,500m안,204,앤유피시방 화명점,부산 북구 화명신도시로 127,35.235357,129.010598,앤유,,"https://map.kakao.com/link/map/%EC%95%A4%EC%9C%A0%ED%94%BC%EC%8B%9C%EB%B0%A9%20%ED%99%94%EB%AA%85%EC%A0%90,35.235357459930036,129.0105982385679",,
-,화명대로점,20230928403,500m안,205,샹떼PC방,부산 북구 금곡대로285번길 62,35.234406,129.010076,하울PC,,"https://map.kakao.com/link/map/%EC%83%B9%EB%96%BCPC%EB%B0%A9,35.2344063982943,129.010076111884",,
-,화명대로점,20230928403,500m안,219,해피로PC방 화명점,부산 북구 화명신도시로 129,35.235590,129.010641,,,"https://map.kakao.com/link/map/%ED%95%B4%ED%94%BC%EB%A1%9CPC%EB%B0%A9%20%ED%99%94%EB%AA%85%EC%A0%90,35.2355901446799,129.010641326995",,
-,화명대로점,20230928403,500m안,247,OXPC 화명본점,부산 북구 금곡대로303번길 61,35.235648,129.010285,옥스,,"https://map.kakao.com/link/map/OXPC%20%ED%99%94%EB%AA%85%EB%B3%B8%EC%A0%90,35.23564833799517,129.0102846972431",,
A,문산점,20260703437,500m밖,750,모든PC카페,경기 파주시 문산읍 방촌로 1695-21,37.864551,126.781814,,,"https://map.kakao.com/link/map/%EB%AA%A8%EB%93%A0PC%EC%B9%B4%ED%8E%98,37.8645505544822,126.781814215797",,
A,문산점,20260703437,500m밖,1016,레벨업PC방 문산점,경기 파주시 문산읍 당동2로 11-2,37.867477,126.784198,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%EB%AC%B8%EC%82%B0%EC%A0%90,37.8674767232873,126.784197893121",,
A,문산점,20260703437,500m밖,1919,딱조아pc방,경기 파주시 문산읍 사임당로 122,37.865401,126.805148,,,"https://map.kakao.com/link/map/%EB%94%B1%EC%A1%B0%EC%95%84pc%EB%B0%A9,37.8654005323206,126.805147684471",,
A,문산점,20260703437,500m밖,1950,이지PC,경기 파주시 문산읍 돈유안길 135,37.861510,126.807028,,,"https://map.kakao.com/link/map/%EC%9D%B4%EC%A7%80PC,37.8615097273295,126.807028435993",,
-,문산점,20260703437,500m안,46,포텐PC방,경기 파주시 문산읍 문향로 72-1,37.858229,126.785733,포텐pc방,,"https://map.kakao.com/link/map/%ED%8F%AC%ED%85%90PC%EB%B0%A9,37.8582294833069,126.785732785916",,
-,문산점,20260703437,500m안,68,탑플레이스PC 파주문산점,경기 파주시 문산읍 문향로67번길 1,37.857837,126.784818,탑플레이스pc 파주문산점,,"https://map.kakao.com/link/map/%ED%83%91%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4PC%20%ED%8C%8C%EC%A3%BC%EB%AC%B8%EC%82%B0%EC%A0%90,37.8578368030495,126.784818033299",,
A,증평점,20250124422,500m밖,552,마블PC,충북 증평군 증평읍 증평로 17,36.787524,127.587878,,,"https://map.kakao.com/link/map/%EB%A7%88%EB%B8%94PC,36.7875239441165,127.587877897515",,
A,증평점,20250124422,500m밖,603,맥스피드PC 증평점,충북 증평군 증평읍 증평로 27,36.786822,127.588954,,,"https://map.kakao.com/link/map/%EB%A7%A5%EC%8A%A4%ED%94%BC%EB%93%9CPC%20%EC%A6%9D%ED%8F%89%EC%A0%90,36.7868220714453,127.588953636182",,
A,증평점,20250124422,500m밖,978,팀플PC,충북 증평군 증평읍 초중9길 36,36.780465,127.573144,,,"https://map.kakao.com/link/map/%ED%8C%80%ED%94%8CPC,36.780465430192,127.573143508423",,
A,증평점,20250124422,500m밖,1009,크라우드PC 증평점,충북 증평군 증평읍 초중로 86,36.780742,127.572568,,,"https://map.kakao.com/link/map/%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9CPC%20%EC%A6%9D%ED%8F%89%EC%A0%90,36.78074213917785,127.57256753335619",,
-,증평점,20250124422,500m안,101,고트PC,충북 증평군 증평읍 중앙로 207-3,36.784543,127.581571,고트PC,,"https://map.kakao.com/link/map/%EA%B3%A0%ED%8A%B8PC,36.7845425621841,127.581571480872",,
-,증평점,20250124422,500m안,398,더샾pc방 증평점,충북 증평군 증평읍 중앙로 179,36.782548,127.579242,,,"https://map.kakao.com/link/map/%EB%8D%94%EC%83%BEpc%EB%B0%A9%20%EC%A6%9D%ED%8F%89%EC%A0%90,36.78254807525,127.579241973934",,
A,문경시청점,20240530413,500m밖,1465,크라우드PC 문경점촌점,경북 문경시 중앙6길 16,36.595935,128.201082,클라우드,,"https://map.kakao.com/link/map/%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9CPC%20%EB%AC%B8%EA%B2%BD%EC%A0%90%EC%B4%8C%EC%A0%90,36.5959346276884,128.201082427294",,
A,문경시청점,20240530413,500m밖,1482,팡팡피씨방,경북 문경시 신흥로 161-11,36.595668,128.201685,,,"https://map.kakao.com/link/map/%ED%8C%A1%ED%8C%A1%ED%94%BC%EC%94%A8%EB%B0%A9,36.5956681382454,128.201685091866",,
A,문경시청점,20240530413,500m밖,1515,몽키2PC방,경북 문경시 호서로 30,36.597332,128.199901,,,"https://map.kakao.com/link/map/%EB%AA%BD%ED%82%A42PC%EB%B0%A9,36.5973315030693,128.199900521664",,
A,문경시청점,20240530413,500m밖,1549,스위티 피시방,경북 문경시 호서로 33,36.597827,128.199703,,,"https://map.kakao.com/link/map/%EC%8A%A4%EC%9C%84%ED%8B%B0%20%ED%94%BC%EC%8B%9C%EB%B0%A9,36.5978272910567,128.199702576448",,
A,문경시청점,20240530413,500m밖,1560,라이또 PC방 문경본점,경북 문경시 중앙로 140,36.597169,128.200962,,,"https://map.kakao.com/link/map/%EB%9D%BC%EC%9D%B4%EB%98%90%20PC%EB%B0%A9%20%EB%AC%B8%EA%B2%BD%EB%B3%B8%EC%A0%90,36.597169429174,128.200961879999",,
-,문경시청점,20240530413,500m안,373,콤마PC 문경본점,경북 문경시 당교로 209,36.585418,128.185755,콤마,,"https://map.kakao.com/link/map/%EC%BD%A4%EB%A7%88PC%20%EB%AC%B8%EA%B2%BD%EB%B3%B8%EC%A0%90,36.5854183382128,128.185754917238",,
-,문경시청점,20240530413,500m안,439,쨈나PC,경북 문경시 중앙로 26,36.588591,128.193837,쨈나PC,,"https://map.kakao.com/link/map/%EC%A8%88%EB%82%98PC,36.588590578754506,128.1938374545528",,
A,김포구래점,20240705417,500m밖,1034,유니인터넷PC,경기 김포시 양촌읍 양곡1로 27,37.653002,126.623931,,,"https://map.kakao.com/link/map/%EC%9C%A0%EB%8B%88%EC%9D%B8%ED%84%B0%EB%84%B7PC,37.65300186757515,126.62393053326218",,
A,김포구래점,20240705417,500m밖,1298,스타PC 김포양곡점,경기 김포시 양촌읍 양곡로 495,37.655168,126.628131,,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%83%80PC%20%EA%B9%80%ED%8F%AC%EC%96%91%EA%B3%A1%EC%A0%90,37.655167618482,126.628130727377",,
A,김포구래점,20240705417,500m밖,1452,대박PC,경기 김포시 양촌읍 양곡로 494-21,37.656594,126.628108,,,"https://map.kakao.com/link/map/%EB%8C%80%EB%B0%95PC,37.6565937932886,126.628107748846",,
A,김포구래점,20240705417,500m밖,1651,어썸PC카페,경기 김포시 양촌읍 양곡2로80번길 70,37.657809,126.631140,,,"https://map.kakao.com/link/map/%EC%96%B4%EC%8D%B8PC%EC%B9%B4%ED%8E%98,37.6578088215523,126.6311400106363",,
A,김포구래점,20240705417,500m밖,1777,버블팝 김포마산점,경기 김포시 김포한강8로 163,37.637024,126.643390,,제닉스아레나PC 김포마산점,"https://map.kakao.com/link/map/%EB%B2%84%EB%B8%94%ED%8C%9D%20%EA%B9%80%ED%8F%AC%EB%A7%88%EC%82%B0%EC%A0%90,37.6370239643095,126.643390426261",,
A,김포구래점,20240705417,500m밖,1787,제닉스아레나PC 김포마산점,경기 김포시 김포한강8로 163,37.636934,126.643455,,버블팝 김포마산점,"https://map.kakao.com/link/map/%EC%A0%9C%EB%8B%89%EC%8A%A4%EC%95%84%EB%A0%88%EB%82%98PC%20%EA%B9%80%ED%8F%AC%EB%A7%88%EC%82%B0%EC%A0%90,37.63693406271929,126.64345543481188",,
-,김포구래점,20240705417,500m안,45,까사PC클럽,경기 김포시 김포한강9로 79,37.644069,126.625382,블레스,,"https://map.kakao.com/link/map/%EA%B9%8C%EC%82%ACPC%ED%81%B4%EB%9F%BD,37.6440687786213,126.625381714609",,
-,김포구래점,20240705417,500m안,95,옵티멈존PC카페 구래역점,경기 김포시 김포한강9로 80,37.644123,126.626053,,,"https://map.kakao.com/link/map/%EC%98%B5%ED%8B%B0%EB%A9%88%EC%A1%B4PC%EC%B9%B4%ED%8E%98%20%EA%B5%AC%EB%9E%98%EC%97%AD%EC%A0%90,37.6441231662129,126.626053352799",,
-,김포구래점,20240705417,500m안,100,넥스피시,경기 김포시 김포한강9로75번길 24,37.643411,126.624024,,,"https://map.kakao.com/link/map/%EB%84%A5%EC%8A%A4%ED%94%BC%EC%8B%9C,37.6434112503216,126.624024211",,
-,김포구래점,20240705417,500m안,138,토이톡 김포구래,경기 김포시 김포한강9로 90,37.644647,126.626148,위드비,,"https://map.kakao.com/link/map/%ED%86%A0%EC%9D%B4%ED%86%A1%20%EA%B9%80%ED%8F%AC%EA%B5%AC%EB%9E%98,37.6446469355869,126.626148171902",,
-,김포구래점,20240705417,500m안,147,레드포스PC아레나,경기 김포시 김포한강9로75번길 38,37.643607,126.623432,레드포스,,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC%EC%95%84%EB%A0%88%EB%82%98,37.6436066752266,126.623431766898",,
-,김포구래점,20240705417,500m안,164,브리즈PC카페 김포점,경기 김포시 김포한강9로 95,37.645145,126.625615,브리즈,아이존팝 김포구래점,"https://map.kakao.com/link/map/%EB%B8%8C%EB%A6%AC%EC%A6%88PC%EC%B9%B4%ED%8E%98%20%EA%B9%80%ED%8F%AC%EC%A0%90,37.645145289401405,126.62561538950543",,
-,김포구래점,20240705417,500m안,168,아이존팝 김포구래점,경기 김포시 김포한강9로 95,37.645168,126.625686,,브리즈PC카페 김포점,"https://map.kakao.com/link/map/%EC%95%84%EC%9D%B4%EC%A1%B4%ED%8C%9D%20%EA%B9%80%ED%8F%AC%EA%B5%AC%EB%9E%98%EC%A0%90,37.6451680364364,126.625685526743",,
-,김포구래점,20240705417,500m안,238,엠투피씨,경기 김포시 김포한강9로76번길 63,37.645382,126.626813,엠투pc (전 맥스피드),,"https://map.kakao.com/link/map/%EC%97%A0%ED%88%AC%ED%94%BC%EC%94%A8,37.64538243746003,126.62681300899769",,
A,야당점,20251107426,500m밖,1427,레벨업PC방 운정점,경기 파주시 경의로1240번길 30,37.727677,126.762633,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%EC%9A%B4%EC%A0%95%EC%A0%90,37.72767672048184,126.7626330307477",,
A,야당점,20251107426,500m밖,1428,엔조이 운정점,경기 파주시 미래로 375,37.711404,126.745852,,,"https://map.kakao.com/link/map/%EC%97%94%EC%A1%B0%EC%9D%B4%20%EC%9A%B4%EC%A0%95%EC%A0%90,37.7114035492603,126.745851523468",,
A,야당점,20251107426,500m밖,1547,시네마4PC방,경기 파주시 미래로 369-58,37.711768,126.744349,,,"https://map.kakao.com/link/map/%EC%8B%9C%EB%84%A4%EB%A7%884PC%EB%B0%A9,37.71176789670581,126.74434872545011",,
A,야당점,20251107426,500m밖,1562,세븐스타PC방 파주운정점,경기 파주시 미래로 369-72,37.711076,126.744392,,,"https://map.kakao.com/link/map/%EC%84%B8%EB%B8%90%EC%8A%A4%ED%83%80PC%EB%B0%A9%20%ED%8C%8C%EC%A3%BC%EC%9A%B4%EC%A0%95%EC%A0%90,37.71107604427177,126.74439192969314",,
A,야당점,20251107426,500m밖,1729,욜로PC방 일산덕이점,경기 고양시 일산서구 하이파크2로 65,37.699819,126.756290,,,"https://map.kakao.com/link/map/%EC%9A%9C%EB%A1%9CPC%EB%B0%A9%20%EC%9D%BC%EC%82%B0%EB%8D%95%EC%9D%B4%EC%A0%90,37.6998192594961,126.7562902754",,
A,야당점,20251107426,500m밖,1864,더브이PC방 탄현점,경기 고양시 일산서구 일현로 127,37.698303,126.765120,,,"https://map.kakao.com/link/map/%EB%8D%94%EB%B8%8C%EC%9D%B4PC%EB%B0%A9%20%ED%83%84%ED%98%84%EC%A0%90,37.6983028205495,126.765120376558",,
-,야당점,20251107426,500m안,120,어썸PC,경기 파주시 경의로 1090,37.714357,126.760246,어썸,,"https://map.kakao.com/link/map/%EC%96%B4%EC%8D%B8PC,37.7143573514324,126.760246192259",,
-,야당점,20251107426,500m안,127,오토피씨 OTO PC,경기 파주시 경의로 1100,37.715337,126.760144,오토피씨,,"https://map.kakao.com/link/map/%EC%98%A4%ED%86%A0%ED%94%BC%EC%94%A8%20OTO%20PC,37.7153374010205,126.760144362413",,
-,야당점,20251107426,500m안,268,레드포스PC아레나 파주야당점,경기 파주시 경의로 1070,37.712871,126.759707,레드포스PC,,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC%EC%95%84%EB%A0%88%EB%82%98%20%ED%8C%8C%EC%A3%BC%EC%95%BC%EB%8B%B9%EC%A0%90,37.712870551076,126.759706604805",,
A,탕정역점,20240607414,500m밖,796,유에프오(UFO),충남 아산시 탕정면 매곡한들1길 20-5,36.781782,127.091076,,,"https://map.kakao.com/link/map/%EC%9C%A0%EC%97%90%ED%94%84%EC%98%A4(UFO),36.7817815367018,127.091075596179",,
A,탕정역점,20240607414,500m밖,796,플레이pc방,충남 아산시 배방읍 새아산로 20-8,36.783298,127.092733,,,"https://map.kakao.com/link/map/%ED%94%8C%EB%A0%88%EC%9D%B4pc%EB%B0%A9,36.78329773399544,127.09273315910579",,
A,탕정역점,20240607414,500m밖,814,놀러와PC,충남 아산시 배방읍 새아산로 20-10,36.783452,127.093092,,,"https://map.kakao.com/link/map/%EB%86%80%EB%9F%AC%EC%99%80PC,36.7834515445138,127.093091833652",,
A,탕정역점,20240607414,500m밖,850,제로백PC방 장재점,충남 아산시 배방읍 용연로 156-11,36.782858,127.093088,,,"https://map.kakao.com/link/map/%EC%A0%9C%EB%A1%9C%EB%B0%B1PC%EB%B0%A9%20%EC%9E%A5%EC%9E%AC%EC%A0%90,36.7828577128896,127.093087754603",,
A,탕정역점,20240607414,500m밖,1126,탑스타PC방 아산선문대점,충남 아산시 탕정면 매곡로71번길 36-3,36.797097,127.082404,,,"https://map.kakao.com/link/map/%ED%83%91%EC%8A%A4%ED%83%80PC%EB%B0%A9%20%EC%95%84%EC%82%B0%EC%84%A0%EB%AC%B8%EB%8C%80%EC%A0%90,36.7970968874692,127.082404421331",,
A,탕정역점,20240607414,500m밖,1339,태림코리아 선문컴퓨터게임장,충남 아산시 탕정면 선문로221번길 70,36.797421,127.077242,,,"https://map.kakao.com/link/map/%ED%83%9C%EB%A6%BC%EC%BD%94%EB%A6%AC%EC%95%84%20%EC%84%A0%EB%AC%B8%EC%BB%B4%ED%93%A8%ED%84%B0%EA%B2%8C%EC%9E%84%EC%9E%A5,36.7974211485429,127.077241586009",,
-,탕정역점,20240607414,500m안,73,레벨업PC방 탕정역점,충남 아산시 탕정면 한들물빛5로 11,36.786917,127.084510,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%ED%83%95%EC%A0%95%EC%97%AD%EC%A0%90,36.7869173305058,127.084509822009",,
-,탕정역점,20240607414,500m안,90,레드포스PC아레나 아산탕정점,충남 아산시 탕정면 한들물빛6로 26,36.787848,127.085887,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC%EC%95%84%EB%A0%88%EB%82%98%20%EC%95%84%EC%82%B0%ED%83%95%EC%A0%95%EC%A0%90,36.787848096715,127.08588662524",,
A,남악점,20250314423,500m밖,779,OXPC 무안남악점,전남광주통합특별시 무안군 삼향읍 대죽동로16번길 21,34.811210,126.464909,,,"https://map.kakao.com/link/map/OXPC%20%EB%AC%B4%EC%95%88%EB%82%A8%EC%95%85%EC%A0%90,34.8112104234266,126.464908505915",,
A,남악점,20250314423,500m밖,962,크라우드PC 전남남악점,전남광주통합특별시 무안군 삼향읍 남악3로82번가길 34,34.813488,126.463709,,,"https://map.kakao.com/link/map/%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9CPC%20%EC%A0%84%EB%82%A8%EB%82%A8%EC%95%85%EC%A0%90,34.813488382848625,126.46370903121245",,
A,남악점,20250314423,500m밖,1085,인형뽑기왕오락실,전남광주통합특별시 무안군 삼향읍 남악3로82번길 15,34.813140,126.462089,,욜로PC방 무안남악점,"https://map.kakao.com/link/map/%EC%9D%B8%ED%98%95%EB%BD%91%EA%B8%B0%EC%99%95%EC%98%A4%EB%9D%BD%EC%8B%A4,34.8131396040941,126.462089373288",,
A,남악점,20250314423,500m밖,1085,욜로PC방 무안남악점,전남광주통합특별시 무안군 삼향읍 남악3로82번길 15,34.813153,126.462095,,인형뽑기왕오락실,"https://map.kakao.com/link/map/%EC%9A%9C%EB%A1%9CPC%EB%B0%A9%20%EB%AC%B4%EC%95%88%EB%82%A8%EC%95%85%EC%A0%90,34.8131531488214,126.462094749945",,
A,남악점,20250314423,500m밖,1101,레드포스PC아레나 목포남악점,전남광주통합특별시 무안군 삼향읍 남악3로82번길 14,34.812686,126.461729,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC%EC%95%84%EB%A0%88%EB%82%98%20%EB%AA%A9%ED%8F%AC%EB%82%A8%EC%95%85%EC%A0%90,34.8126855111275,126.461729471451",,
A,남악점,20250314423,500m밖,1122,어썸pc방 남악점,전남광주통합특별시 무안군 삼향읍 대죽서로15번길 30,34.811777,126.461222,,,"https://map.kakao.com/link/map/%EC%96%B4%EC%8D%B8pc%EB%B0%A9%20%EB%82%A8%EC%95%85%EC%A0%90,34.8117773596264,126.461221705492",,
A,남악점,20250314423,500m밖,1124,OXPC 전남도청점,전남광주통합특별시 무안군 삼향읍 대죽서로15번길 32,34.812080,126.461269,,,"https://map.kakao.com/link/map/OXPC%20%EC%A0%84%EB%82%A8%EB%8F%84%EC%B2%AD%EC%A0%90,34.8120804381267,126.461268914233",,
A,송도점,20260515431,500m밖,1219,몰PC,인천 연수구 인천타워대로132번길 30,37.385990,126.643560,,,"https://map.kakao.com/link/map/%EB%AA%B0PC,37.38598971084737,126.64355974997872",,
